,Review,sentiment
140,"We went here on a pretty, hot and sunny day so we opted to get seated outside. This cute Mexican cuisine place is so adorable. Their prices for food are fair and come in nice portions, their customer service is also very excellent, our server was so sweet.

The nachos were very good! The salsa was very flavourful and tasted really bright, totally recommend",2
1856,"Tight seating area with not much space between tables, nor to put winter parkas. My friend's seat was more like a plastic stool. Not comfy at all. More of a eat and run place but your tummy might be hungry still. 

The service was good. We got three water refills from the bottle as it was small. 

My dish came out messy and the portion for $14 was small. There aren't enough veggies. The spicy taste was a good quick to it. The noodle looked like gnocchi and it was chewy. My friend's dish came later on as they messed up the order. She said it was ok. Again, one is paying the price for a small portion of food that wouldn't fill up one's stomach 

So definitely I was still hungry before heading to the theatre. 

Verdict- not sure where they are getting the high reviews but it's not worth my time. For $14 plus taxes and tips, I'll rather eat at a food court that would satisfy this Cat-Squirrel's tummy. Bring on the food!!",0
1517,"This is my favorite Chinese place for spicy northern food since Anne's Magic Kitchen mysteriously shuttered. I recommend visiting with someone who can read Chinese as the Chinese menu options are more extensive (sorry anglophones, you get a concise and diluted white-adapted menu)

I recommend these dishes: 夫婦肺片（a Szechuan style cold appetizer of sliced lung and tripe with sliced beef, drizzled in chili oil), 口水雞(if you've had drunken chicken, this is like a hot, super spicy and scintillating version of that) , 牛肉手抓餅（an elastic yet flaky Chinese pastry, kind of like paratha is shaped like a tortilla and either rolled up with layers of beef or another meat and served burrito style or sandwich style). Those are some to start with. Of course if you're feeling adventurous you can always just point to the next table who probably would have a hot pan with fish or meats in it, bubbling with chilis, scallions and sesame oil and try a lovely spicy northern Chinese stew. 

The first time I came here it was packed with young (and well off) Asians wearing high fashion streetwear and kpop haircuts. We got a table for 2 in 5 minutes and orders seemed to lag a bit and it was hard to flag down the server. But the food is indelibly savoury and makes up for the disorganized service.",2
477,"we ordered the seven course tasting menu for two, and it was so much food that I'd say I had a solid second trimester food baby: 
-Pepita adobo dip. A nice change of pace from Guacamole and chips
-tuna ceviche
-quinoa queso fresco salad
-handmade tortillas with fresh with and cabbage
-carne Assad's corn tacos
-braised beef with mole
-churros

And a watermelon margarita- delicious!",2
48,"This is one of my favourite little spots to hit up in core downtown Toronto when I'm just looking for something quick to eat. 

The restaurant is small, crowded in feel, so get close to you next table neighbour. The cashier and perhaps owner or family member of the owner, like to point out the picture version of the menu to the right of the door as you enter. Portions sizes are large enough to give you your fill for lunch. 

I got the fish tacos. Well fried with a well seasons fish, which is sweet and moist. There is like a coleslaw that tops it along with pickled onion slices. All of this along with hot sauces creates this lovely mix of salty, umami, sweet, sour, and spicy. What a delight. This is all held together by two 6"" corn tortilla, which in my opinion is a little small for the size of the fish. 

The Jamaica is made from hibiscus and is sweet, earthy, and tart and is a lovely refreshing beverage for nice summer day. 

The one critique is the price but I mean prices are just generally higher everywhere no a days. But the price combined with the small space that forces intimacy between strangers keep this space from being a full 5 stars. The food and the service make this place a 4.5 star location for me.",2
145,Had a delicious breakfast in the sun with a great waitress and her cutest little helper. The breakfast along with some beef tongue tacos were amazing.,2
1865,"I have been here twice already after they opened, first time didn't impress me that much, I ordered the spicy biangbiang noodle with pork belly and the pork belly jiamo, they also have spicy oil on the side of u don't think it's spicy enough just ask them to give u the jar. The biangbiang noodle has too much vegetable in it(XD which isn't bad, but I would be much happier if there r more pork), instead of the pork belly which they were claiming on the menu, I think it's more like pulled pork texture, so if u don't like pulled pork texture, go for the beef option. The jiamo is like a bun with lots of meat inside, it's it's very filling I can't even finish it. 

Second time here, the line up is equally long, we had 5 people and they are too tiny to fit us, we had to squeeze and it wasn't comfortable. I ordered the clam mashi noodle which is like a Chinese style gnocchi , ITS SOOOOOOOOO GOOOOOOOD!!!!!!!!!!!!!!!!!!!!!!!!!! I have never had mashi like this and I'm really impressed!!! I will definitely come back for more of this!!!!!!!!",2
1799,"I am a huge fan of Xian style Biang Biang Mein. I haven't found a place in Toronto that makes this. Therefore, when I found a picture of this dish on their ad outside I had to try it. It is strange that I could not find a yelp review. However, there were plenty of google reviews on this restaurant.

It's own by a couple and I feel they gear their restaurant to Chinese speaking customers. Their English is quite weak. I ordered the Biang Biang noodles and steam dumplings. I wrote the number down and wrote the English name on the paper. The lady had to clarify what I meant with another customer. They make their dumplings from scratch and have a pretty big menu.

I do have to admit their Biang Biang noodles and their dumplings are not the best I had. However, they are cheaper than other places around Spadina. What I did not enjoy was one of the owner/cook was clearing his throat alot during the time I was there which was very gross because you hope he did not spit on your food. Really, clearing your throat should be done in the privacy of your own home and not your business where they are customers.

The owners are nice but they are more friendly to Chinese speaking customers because they can communicate with them. If you cannot speak Chinese they will serve you but you will be ignored most of the time.",1
10,"I was skeptical of this place at first as it look like I'm walking into a duplex, but man was I wrong. I should know that hole in the walls are the best kind. The service probably could have been better which is why the 4 and not the 5. 

The chips are amazing, freshly made, hot and the perfect amount of salt. The salsa you could tell was just made and that it all came straight from the garden. 

My favorite was the short rib taqueria. The short ribs alone I could have eaten bowls of it, full of flavor and so tender. 

The carnitas tacos were also tender but my favorite was the crispy skin, so crunchy and probably oh so bad for me.

The fish tacos were really good too, nice and flaky.",2
1455,"Came here for team lunch for CNY. Oh man. This place is packed! When we got to the reception desk, the group in front of us did not have a reservation. They were turned away. Glad we did book the day before. 

Anyhow, Chinese food option in the financial district can be rare. And when my colleagues proposed  this place. I was thinking, let's give this a try. 

We got here and were led to our table. After we sat down, I saw the other tables were filled up in 15 mins. Talk about busy. One good thing is they got a lot of staff roaming around to deliver food. Yet, they were super busy regardless. 

We ordered our food and I went with the business lunch with meatball. The food did come out shortly after. The sauce for the meatball isn't super salty. Which I prefer. It has the right texture for the meatball. Other stuff tasted okay. It ain't bad overall, I wasn't wowed by the food.",1
1869,"The food here was mediocre but the service was absolutely abysmal, to the point where I'm not even considering the food in the rating I'm giving. 

The server was extremely rude - I asked for an iced tea (canned drink) upon being seated after a 20 minute wait and the server legit said ""just order your drink when you order everything else"" and walked away, even though it was simply a canned drink that takes 1 minute to take out of the fridge. 

When it came time to order our meal, I asked for the drink again, which the server acknowledged. I didn't receive the drink during my whole meal and no one came to check on us so I wasn't able to reorder. 

When the bill came, they actually had the audacity to charge us for the drink that I never received, and when we asked them to take it off the bill they didn't come back with the bill for over 15 minutes, and didn't print a receipt for us because their ""machine was broken"". 

Honestly I'm not sure if we were charged for it, but a place that would allow their servers to talk to/treat customers like this is definitely not a place that I would recommend to others because it says a lot about the restaurant's values and culture, and the food is definitely not special enough to put up with this kind of service.",0
825,"Absolutely terrible food and even worse attitude and service. 

Didn't even have a bite of the food",0
1408,"If you haven't heard of Swatow or haven't been yet you totally should. While not totally vegan this is another location in Toronto where you can get some Chinese style food that is vegan. The portions are huge and it's very inexpensive for what you get and it will not disappoint your taste buds.

Be prepared to wait a bit to get in. This is a very small place and can be very busy especially during standard meal hours. The staff were friendly and super accommodating to us. They mainly have small tables but there are a few bigger ones. If you have a fairly large group of say more than 5 people you might want to reconsider if you all want to eat at once and sit together. This is great for small groups or even the solo diner. It was actually so busy when we went that we wound up sitting at a bigger table with other diners which was a lot of fun actually. 

No matter the shortcomings of this establishment once you try the food it will all melt away and you'll actually wonder if it even matters. Just go I doubt it you'll walk away without wanting to come back.",2
1122,"It's ok. It's definitely not 4.5 lol. 

We got the prosciutto and ricotta fritters to start and those were great. Took a little too long to come out but they were redeeming. 

We got the oreciette (sp?) and duck tagliatelle and both fell short in different areas. The duck tagliatelle was definitely missing some flavour notes - probably lacking in aromatics- maybe garlic? Something was missing. The pasta was also way overdone for a restaurant and not al dente at all. It needed a lot more salt- and even though I got piles of parmesan on it, it was still under salted. 

The oreciette to me was the better of the two- the pasta was perfectly al dente and the chilli component made the taste better, but it was still missing something- hard to say what.

The tables adjacent to us seemed to really like their food so maybe it was just us.

We didn't get dessert so I can't speak for that. 

I would maybe come back and try to gnocchi but other than that, nothing really sparked my interest.",1
1807,"We picked this restaurant without checking Yelp. Given the current rating, we wouldn't have come in. We are pleasantly surprised by their handmade boiled dumplings (pork and chives filling and pork and fennel filling). Both are tasty and authentic. We also have three other dishes. All good.",2
762,"Hovering between 3 and 4 stars. The food was delicious to be sure, but the price point was extremely high for the portions we received. I realized the pasta is made in house so that accounts for a lot of it, but it still just felt pretty pricey given we didn't really order that much and got pretty hungry again a few hours later.

My husband ordered the ravioli (8 small ravioli in dish. It was FANTASTIC but a tiny portion) and I had the mushroom tagliatelle (also great but just mushrooms tossed in a light sauce with a bit of parsley). We also split the chocolate cake for dessert and I had a glass of wine and the whole tab came out to around $70. WHAT. The night before we ate at another restaurant with dishes packed with seafood, veggies, meat, and more and we spent the same amount of money for around 8-9 small plates of food. And everything was made from scratch there as well. 

The experience was nice, and the food was good but I would probably not return given you can get more for your money in Toronto at other locations and have an equally delicious meal.",1
258,"Cool decor, nice location, funky music and great service by everyone I interacted with. 

They have a selection of Mexican beer available as well. What better way to have a taco and a beer in hand? 

I ordered the pork burrito bowl, lots to fill you up. It tasted quite good. But nothing to wow me to come back to try it again. The spice level I ordered was medium. I think it's a bit lighter than you think with the spice level. 

My friend ordered the mix of tacos trying 3 different types. He claims the beef was by far the best one. 

I did enjoy the spread of hot sauces available to use on top of your ordered spice level.",1
768,"I really have mixed feelings about this restaurant. I dined here for dinner and tried quite good amount of food from appetizer to pastas. I feel like this place is better for lunch as portions are small and the vibe and lighting in the restaurant was too light for me for an evening dinner. I loved the black and white simple decor, however I would definitely recommend having less light towards evening. 

As for the drink, I tried the Pinot Grigio, and I loved it. If you like an easy white wine with notes of sweetness, this would be perfect.

For appetizer, we ordered a cheese and cold cut board. I was not impressed with the selection of cheeses there. There were two types of cheese and two types of cold cuts. Both cheeses tasted very bland and simple. The portion was fairly good though and it came with a honey and house-made jam which was a nice garnish to it. We also got the meatball to share by the server's recommendation. Probably this was my least favorite item. It was different from a usual Italian meatball you imagine, maybe it is the Milanese way. However I did not like it and it was too dry and meaty. We asked for a side tomato sauce so we can dip them in it.

For main, we ordered two different pasta dishes, the Tagliatelle al funghi porcini and Casoncelli alla bergamasca. They make the pastas fresh in house which I think is what makes this restaurant special. The funghi pasta tasted really good and I loved the mushrooms in it, however I felt it was lacking sauce. Casoncelli alla bergamasca was a meat ravioli with some butter sauce on it, however there was just a little butter sauce on it and it tasted very basic to me. I would say both pastas had very small amount of sauce and both tasted very simple.",1
1764,"Pricey but good dimsum. Less fatty and greasy than traditional. Good service. The meals looked good, but I only tried the dimsum",2
614,"Came here on a Sunday evening with 4 people. The seafood risotto was good with lots of seafood. 

The surprising part was that the server/restaurant added automatically added a 20% tip to the bill. He just put in the tip amount himself on the POS terminal and said service charge was added. 

I do not like being forced into tipping at a certain amount and therefore would not visit the restaurant again.",0
70,"This place has been bookmarked for awhile and I finally had the chance to try out this local restaurant located in Scarborough. This is a takeout and dine in restaurant - very casual.

After ordering at the counter, they offer complimentary chips and salsa. The salsa was so thin and watered down - no flavour whatsoever. I would have rather opted to not have it at all. 

I ordered the Chorizo Quesadilla which comes with beans, rice and salad. There are two sauces on dish but both were bland and lacking any taste. My sister ordered the Chicken Burrito which comes with the same sides, again it was bland and quite disappointing. I'm flabbergasted as to how this place has 4/5 stars when there are other places that taste so much better. Maybe it was an off day but this is not my first time having Mexican food. 

Sure the price is on point and portion is decent but quality and taste needs improvement. 

I'm sorry but I will not be returning.",0
1586,"I've been here once before and had a good experience. The pickled cabbage beef soup was plentiful for two people and we had enough to EACH take home for a second meal. Everything was delicious and I craved it everyday until I went again. 

The second time, there was barely anything in the soup and they forgot the pickled cabbage...the pickled cabbage that's in the name! I brought it to a waiter's attention and she had the audacity to just bring it out in a bowl, did not offer for the kitchen to add it to the soup and recook it. Very disappointed. At checkout they did offer 10% off without me having to do anything, which was nice. But still. How do you forget one of main ingredients?!",1
715,"A very popular Italian restaurant, but didn't quite live up to the hype.

We came on a hot summer day and it was very crowded. We ended up getting a seat upstairs outside on the balcony, but it was very crowded--both in terms of people and seating space.
The seats were pretty minuscule and packed together. There was barely enough space for us to squeeze between the tables to sit down on the outer seats--despite being on the thinner side myself. My other friends, who chose to sit on the inner side, would definitely not be able to squeeze into the outer seats because they are tall men who also hit the gym--their extra pound of muscles already cut them from sitting here, so I can only imagine the types of people who are regular patrons. 

We got the calamaratato con gamberi, mafalde al funghi, rigatoni bologanese, and risotto nervosa.
The server recommended the calamaratato con gamberi since it was a popular dish with some spiciness, but it was quite lackluster. The dish wasn't spicy at all, granted we're quite accustomed to spicy foods. 
The mafalde al funghi was delicious and creamy with a full bodied flavour. 
The rigatoni bologanese was a very typical pasta that tasted like a deconstructed lasagna--which isn't a bad thing. It felt too commonplace and lackluster for this price point though.
The risotto nervosa was probably the star of the show. The risotto is amazing and creamy and the braised beef pairs well with it. Though I will admit that the beef, when eaten on its own, felt a little dry. 

Perhaps it's because I'm more accustomed to Asian food, but this restaurant felt quite underwhelming and overpriced.
Many of the dishes didn't stand out too much and is quite comparable to what you would find at much lower price points or even store bought. Don't get me wrong, the food was good, but perhaps not worthy of a second visit.",1
1102,"Super average food with inflated prices. It's a small place so you have to make reservations even on a week night. 
The veggie pasta that I got (linguine with cream sauce and mushrooms) costed me 20 bucks without tax. The pasta was al dente which I liked but lacked much flavour. The portion size on the other hand was big. 
The calamari was also around $20 but was well cooked. I just wish we got more pieces :( They charred it nicely but by the time it made it to our table it was cold. 
The sever talked super fast but was friendly and happy. Not sure if I will return because I wasn't impressed with anything!",1
150,"2.5 stars but rounds up to 3. Okay tacos but nothing special. Al pastor was dry and lacked flavor.  Service was friendly and very quick (tacos came in less than 3 minutes after ordering).  Frozen margs we're good, though. 

Tinga Tacos: 3/5
Al Pastor Tacos: 2/5
Mango Margarita: 4/5",1
946,"Tasty food, but a bit of a disappointment.

I booked a big party for my brother's birthday people. They were incredible about this, they kept in communication with me and were actually able to accommodate 26 adults and 6 babies with a week's notice, which grew to 32 adults, then shrunk back to 26 once we got there. Flakiness. 

We all had the $34 prix fixe, which meant three apps and three pastas shared family style and an individual entree dish. I was sitting at a table with 11 other people, and we didn't get enough food. Each of the sharing dishes was a dinner plate size, shared across all 12 of us, leaving everyone with literally 2 soup spoons full of each item. This was a huge surprise to me as I've eaten at the Danforth location with the same sort of setup - big party, shared plates, except we had the same size of dish for 4 people. 

The other tables in our party (table of maybe 8 adults and 4 kids, and another table with 5 adults and two kids) got the same amount of food, and they were pretty stuffed. We ended up asking for a second portion of the pasta, because it really was a very small amount of food per person, especially considering the price of the meal. The server balked at this, but gave us another serving, which was devoured in a second. 

The food itself was very good (though the osso buco was a bit bland), and for the most part, the service was great, but unfortunately the dinner ended with a table of adults who were still hungry.",0
623,"Top 3 Italian in the city.  

Nice atmosphere. Valet parking. Great service. Very tasty Italian with gluten free options. 

Ask for the house made fresh stuffed  pasta.  

My date and I had an amazing stuffed pasta that was off the menu.  This was one of the best pasta dishes I've had in the city. 

The lamb melts in your mouth.  They lay the fish out for display which is great for assessing freshness.",2
109,"My top tacos place in Toronto now!  After having some killer authentic tacos in Chicago I've been lamenting my inability to find the same flavor closer to home. Hacienda las Americas has now saved the day!

You know that the food is gonna be good when you are served water in a Tequila bottle and even better that the fish tacos were on special that night! We got baja fish, al pastor, carnitas and beef tacos. Each was absolutely delicious and bursting with flavor. Basically you can do no wrong whatever you choose.

We warned that the place isn't fancy or upscale, more a local tacos joint that the neighborhood seems to hang out at. At one point some water started dripping onto our table from above. We weren't even phased, just switched tables and kept eating (they were that good).",2
432,First time here and I loved everything we ordered. The food was authentic and very flavourful. Each dish had its own unique flavours. It's a great Mexican spot in the beaches.,2
644,"Service was horrible. I cant explain with the words. We waited a lot for everything. The bill came 15 minute after I asked. Pasta was extremley small but i cant understand this shit. Why dont you put more pastocon the plate ? Pasta is super cheap thing also there is no cheaper pasta than $22. Like just put some more that than i can say it worth! 

Terrible experience I dont reccomend to people go there.",0
1859,"So much hype we had to stop by and try it out. This place is newish to me located near Dundas and Bay and I've seen it being renovated months ago and thought the interior was really hip and modern looking. This is a noodle place that serves Northern Chinese style, the menu is very simple and don't have too many different things clouding your mind on what to eat. 

We ordered the Artisan Pork Jia Mo, and Shuan Tofu Sheet for starters. The pork Jia Mo is chopped braised pork belly with gravy served in a handcrafted artisan bread, this was not bad but flavour was slightly weak in my opinion. The tofu sheets are made from fresh sheets, this dish is served cold and almost like a salad with shredded peppers, bean sprouts, scallions, chilli, chilli oil, Sichuan pepper corns, and sesame oil. I found that the flavour is good not too much numbing spice and not too spicy but boy it did have tons of oil. 

For mains we ordered their Famous YoPo Biang Mian and the Wok Cumin Che Mian with Spring Lamb. the Biang mian has a lot going on with sauteed tomato, scrambled eggs, cauliflower, potato, carrot, woodear mushrooms, zucchini, edamame beans, paprika, and vinaigrette sitting under all these ingredients are some ribbon noodles which were slightly too long. I thought that this dish was a mixed with way too many things and the flavour got lost way too busy. The Wok Cumin Che Mian with Spring Lamb was better and the lamb wasn't gamy but I wish there was more slices of lamb. This dish I found was a little small for the price. 

Service was great our server was very knowledgeable about their product. She kept our water carafe topped with water. The food comes out very quick and displayed nicely. When it came time to pay the bill was ready and the server came with a debit machine as well. Be prepared to bring cash with you as this place is cash or debit only.

I will be back to try some soup noodles next time. Hopefully it will change my mind and get a better rating.",1
972,"Wow. Fucking amazing pasta. You can really taste the quality of the ingrédients... it's insane how good it was. 

If you're coming here, come early as the line can grow to at least an hour. There are maybe 5 or 6 tables, so not a whole lot of room. 

I'm waiting to order while watching people make and design the fresh pasta, it is beyond cool. The menu is always changing and I will be back. 

The freshest pasta I've ever had, and again everything was so simple and fresh but so delicious. 

Keep Eating, 
Angela",2
1190,"Had my bday dinner at the counter seating in front of the kitchen, a great spot to watch the chef cooking the dishes. Food was great except the pasta. It's raw, not Al dente. We ordered the octopus. The portion size of each piece has a quite big difference. Wonder if they give s bigger portion for a large table. As we only had two people, we ordered the pork chop instead of the porterhouse. It's lovely cooked with cheeky pink inside. The highlight was the dessert, pine nut tart with wildflower honey and vanilla mascarpone. It's not too sweet with balanced flavour. 
The kitchen gave us a piece of choco tarte as bday cake. It's funny that the candle light was off three times as it's windy above our seats. 
I'd love to try their pizza in the future. However I doubt if I will go again coz they don't seem like to chat with asians",1
962,"This place is 4.5 stars. I only wish they open more days and longer hours. Definitely hidden gem of the city; they only served lunch from Tuesday to Friday, noon to 2pm or till sold out. Not good for big group, 10-seat only. Highly recommend to get there early if you plan to dine in since line has been formed as early as 11:30am. If you cannot get first 10 seats, you can order and leave your number with them and they will call you when a table is available. 

Upon entered the space, you can smell nice aroma like you are coming home with delicious home-cook food. Limited daily menu is written on the Blackboard or pay attend to their daily Instagram story. Everything is very reasonable priced; actually I should say is a steal!!

During our visit, we tried Tagliolini (egg noodles with butter, rosemary and porcini mushrooms), Cappellacci Verdi (green duck filled with butter and duck braise), Fior di Latte, Crudo (San Daniele D.O.P. 24 month). 

I love every single dish; they gave a very clean and simple taste like home made food. My favourite is Tagliolini; the egg noodle is so bouncy, al dente with nice eggy taste. The mushroom is so aromatic and fresh. Fior di Latte and Crudo are very tasty and flavourful. Cappellacci is very nice with very rich duck flavour. 

I wish to come here more often!! Love this place very much!!",2
1111,"Excellent Italian taste , try the bruschetta for starters and the Zupe de mare dish see photo for main dish , end it with the red velvet tasty cake .",2
1862,"Overall, an OK noodle spot. Interesting to try out but not a must-try. 

I ordered the Famous YoPo Biang Biang Mian (which the waitress mentioned was their most popular dish) and the Shuan Tofu Sheets:

Biang Biang Mian: The plate is quite large so if you're hungry this is the dish to order. The noodles were pretty tasty/chewy and the beef tasted good but the rest of the plate didn't really stand out and was loaded with vegetables (see picture).

Shuan Tofu Sheets: Again, another OK dish but wasn't amazing. While the flavor is there from the peanut and sesame sauce, the texture of the tofu was off-putting after a few strands. We didn't finish the dish. 

If you're looking for spicy noodles, give this restaurant a try. Otherwise, tons more noodle places to eat around Yonge-Dundas.",1
487,"If you walk by too fast and you'll miss the store!  It is a very small shop with all sorts of Mexican delights!  It is located directly across from a major subway stop, Dufferin station.  We pre ordered Rosca de Reyes for the new year and it was amazing.  What they don't have at this location can be found in their larger store.   Well worth the stop",2
1705,"One of our go-to spots! 

For price, flavour and quantity of food - you can't go wrong. 

My favourite things in this place are the skewers. Just drooling while writing this haha. The lamb, beef and chicken options are heavennn! So much flavour. 

Always need veggies with my meals, so we order Chinese broccoli with garlic. I don't know what they do to the meal. Super simple but it's so crunchy and tasty.

Lastly, hand pulled noodles are a must. I usually go for the braised beef but this time around we got the sliced beef. I prefer braised! You get a good mix of fat to meat ratio.

Highly recommend this place. Just don't be high maintenance!",2
332,"This was the worst $32 I ever spent ... 
soggy & flavourless. Was very excited to try this place but I don't think I will be returning or ordering again in the future. Disappointed :(",0
1486,"This was my second time dining at this establishment, but mark my words it is the last! While eating an order of noodles I was splitting with my gf I came across a COCKROACH!!!!!  

When I confronted the owner he looked down at my plate and saw the roach and quickly took my plate and dashed to the kitchen before I had a chance to take a photo.

The only funny and bewildering part to this is that a group of people standing behind me waiting to be seated saw what had happened and witnessed the roach in my noodles and still decided to stay and dine !!!!

FAIR WARNING TO ALL, DO NOT EAT HERE!!! COCKROACHES ARE ALSO DINING AMONG YOU!!!",0
539,"Love this place! I come here almost every week after work for food and drinks. Great cocktails, and great selection of food!",2
1712,"Noodles are what they do best, and that's what brought me back to this restaurant for the second time. It's a budget friendly spot to grab a bite in Chinatown. I really like the texture of the noodles here,  just a bit of chew, but still soft and lots of fun to eat. Everything else that goes with the noodles however doesn't quite stand out. Don't get me wrong, it's still delicious; an unhealthier version of what my mom would make. Maybe I've been spoiled by my moms cooking :p

The stir fried noodles are drowning in oil, and lots of msg used to add flavor to those cold dishes. It's hard to not like it, but so much regrets after. The portions are big but somehow I managed to clean the plate. As I wipe at my oil covered mouth from slurping the stir fried noodle, slowly realizing what I've done, my first instinct is that I should go on a juice cleanse tomorrow. However, as soon as I stepped out of the shop, I'm back to my normal self, thought of juice cleanse replaced by ""what should I have for dinner?""",1
1739,"We were in the neighborhood and couldn't decide what to eat so we did what others would do in our situation which was to bust out our phones and go on Yelp for suggestions! Well Yelp led us to this place based on its high ratings but I'm sad to say that Yelp has failed me again.  This restaurant's dimsum quality was not good. The curry cuttlefish was very watery and bland, their chicken feet had a weird taste, their sui mai was okay but again kind of bland, their spare ribs was full of fat and the list goes on and on with negative things to say about their other dishes. None was good!

Service was okay but their debit machine was down and I didn't have cash on me and when I asked if they take e- transfers, they said no. So I had to drive out to a bank to get cash which was a bit of a pain but of well.

Definitely will not comes back to this one.",0
1330,"Good food, great service! 
Went at 6pm on a Wednesday night, no line-ups yet (when we left at 7pm there was a line-up of 8 people at the door). 
Service was so friendly, they checked in often to see how we were doing. 

Very family friendly place as well. Lots of parents bringing their newborn, hence why the noise level is quite loud. But the energy is great.",2
1370,"I've been to Miku many times for work lunches, but this time I popped by for their winterlicious menu  which was $33 for lunch. The items offered were very similar to their regular menu, which makes this one of the better 'licious menus. I ordered the sashimi plate, the aburi, and their signature matcha cake as a dessert. The quality did not differ from their regular service which is always a good sign of consistency. 

I gave it 4 stars because while it was good, it wasn't the best I've had at this price point. However, I would and do continue to come back as it is so central in the city. I definitely would recommend for first timers who don't want to break the bank for good sushi.",2
1415,"Small portions, and flavors weren't very exciting for ""upscale fusion"". Seemed pretty typical Asian.

Staff was good and attentive.

All in all the atmosphere and experience felt very pretentious.",1
1864,"A solid spot for hand-pulled noodles. I got the wok cumin che mian with beef. There's a lot of well-integrated flavour in the bowl. The noodles have the right texture. Precisely-julienned vegetables are all mixed in so there's a lot going on with each bite. It was labelled spicy but I didn't get a lot of heat.

It's pricey ($16 for what I got) and portions aren't massive, but it sure is tasty.",2
1673,"I think I ordered the wrong broth here. I probably would have enjoyed my meal much more but the broth was overpowering, a lot more pungent than I'm used to. But I powered through it and it ended up being good. So point is, don't get the pickled vegetable with pork broth unless you know what you're getting into! I wish I could come here to try more soups. I love the concept: Piping hot soup still boiling as you dip the veggie and other condiments in. Add a few slices of pork and then the noodles as your last bet. Very presentable and affordable!",1
1735,Its was a great place to explore such delicious Chinese food. Enjoy it and the owner was super friendly.. and staff are great. lot of  food selections..all dish we ordered come out so good.. love this place.. ..  definitely will  come back again...,2
199,"Who doesn't love a good taco?

I surely do, so I was happy to meet my dining companion at Tacos El Asador, as authentic-sounding a taco joint as I've ever encountered in our fair city.

I decided to go with the Chorizo and the Birria (Goat) tacos, with the latter arriving first. I don't think I've ever eaten goat meat in the context, so I was definitely excited to give this one a try. It didn't disappoint. The meat was cooked perfectly and contained a very flavorful blend of spices, while the two sauces on the table, of which one is impressively hot, effectively enhance the taste of the concoction.

The Chorizo arrived next and while it too was quite good, it didn't blow me away like the first one. It tasted like virtually every other chorizo taco I've ever eaten; there weren't any unexpected flavors at work here, and in fact, the chorizo itself was a little bit on the bland side. I still enjoyed the heck out of it, though, especially when I added those aforementioned sauces.

I also ordered a bowl of their Chicken, Black Beans and Tortilla Soup. I'm no tortilla soup expert, so it's entirely possible this was an above-average variation, but I wasn't impressed. The broth was salty without being flavorful, while the plentiful bits of tortilla got soggy immediately and gave the dish a rather unpleasant texture. I should note, too, that the soup comes with a fairly hefty amount of cheese, which definitely should have been indicated on the menu.",1
1863,"Relatively new noodle spot that opened up downtown just at Bay and Dundas. Came by with a few coworkers for lunch and the consensus was that it was okay. 

Even though Artisan plus was packed when we arrived. We were lucky and was able to get seated fairly quickly for a party of 6. 

We were seated on the high top right in front of the kitchen and got to witness the staff in action. It still amazes me how efficient the kitchen works, it's a well oiled machine. 

I ordered the appetizer trio, pork bun, and clam mashi. The appetizer trio was a combo of enoki, bean curd, and tripe. Of the 3 the tripe stood out the most. The bean curd and enoki mushroom were okay at best. The trio comes with dipping sauce that tasted very similar to a peanut sauce. 

The pork bun was shared among the group and we found that although the pork was really flavourful and moist, the bun itself was a tad on the dry side. Not the good kind either. It's worth a try but I wouldn't be ordering this again if I visited again. 

The clam mashi was amazing! I've gotta say I could have done with without the other two items on the menu but the clam mashi is a must. Be warned, it's a little spicy. I would say out of 10, would be about a 7 on my scale. Not to the point where the heat was unbearable and unenjoyable. It definitely lingers and I found myself going through water pretty quickly. The clams were declines in the dish and there was quite a few in there to enjoy. This was my first time having mashi and I'm now a big fan of that.",1
1256,"I really want to like this place. I really do. I've gone here since 2013, and then I tell myself never again, but it's so close and convenient, etc. But yeah, everytime I go I wonder why it's rated so high by everyone else.

First, banh mi shouldn't take forever to make. Go to any Vietnamese place and the person behind the counter will literally slap together a sandwich in a matter of minutes. They have a team of people working here and it still takes longer somehow.

Second, the banh mi itself (i.e., the bread) doesn't taste right. It's not crunchy on the outside, soft in the middle. As for the rest of the sandwich, there's something about it that lacks authenticity. Atop of this, it's way pricier than it should be.",0
468,"Yum, yum, yum!  I came here with a large group of ladies.  A couple of extra people were added to our reservation on the spot with no problem at all.  We ordered the fixed price menu with 7 courses.  Some of our friends were vegetarian and they were able to make substitutions, also with no problem at all.  

The decor is very cool and artistic.  The large, outdoor patio is great in the summertime and just as lively as inside.  

Delicious food, lovely service.  Can't wait to come back.",2
1117,"Was walking along this area and saw this restaurant and decided to check it out with my fiancé and I'm really glad we did! Their pastas were fresh and tasty and cooked at a good expected al dente. The burrata was a really nice appetizer to start with as it was nice and light, but creamy too. The waiters were helpful and attentive in serving us. 

Nodo is a really decent Italian place without paying an outrageous price.",2
1899,Quick delivery. Everything was nice and hot. The garlic eggplant was sooo good. Pad Thai was average... could have used more sprouts and some peanut. Ordered a curry and a beef dish. Both good. Both came with steamed rice which isn't clear from the menu so no need to order extra rice as I did. Will order again. Eggplant on repeat!,2
451,"Excellent Mexican food, great prices, service is amazing ! So happy we had dinner at Cinco and can't wait to go back. Fish tacos and calamari were our favourites. Churros were delish !",2
